prompt,backend,dtype,norm_backend,composition,batch_size,max_abs_diff,mean_abs_diff,top1_changed,top5_changed,output_identical,first_divergence_token,status,reason
Once upon a time,eager,float32,fixed_tree,D_one_long,2,5.9604644775390625e-06,8.435687277597026e-07,False,False,True,,ok,
Once upon a time,eager,float32,fixed_tree,E_mixed_lengths,4,6.67572021484375e-06,8.198525165425963e-07,False,False,True,,ok,
The little girl opened the door and,eager,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The little girl opened the door and,eager,float32,fixed_tree,B_one_short,2,1.9073486328125e-06,3.446489529324026e-07,False,False,True,,ok,
The little girl opened the door and,eager,float32,fixed_tree,C_seven_short,8,1.1444091796875e-05,8.635284984848113e-07,False,False,True,,ok,
The little girl opened the door and,eager,float32,fixed_tree,D_one_long,2,7.62939453125e-06,8.604868639849883e-07,False,False,True,,ok,
The little girl opened the door and,eager,float32,fixed_tree,E_mixed_lengths,4,7.62939453125e-06,9.096876283365418e-07,False,False,True,,ok,
A friendly dragon lived,eager,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
A friendly dragon lived,eager,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
A friendly dragon lived,eager,float32,fixed_tree,C_seven_short,8,6.67572021484375e-06,7.416066978294111e-07,False,False,True,,ok,
A friendly dragon lived,eager,float32,fixed_tree,D_one_long,2,5.7220458984375e-06,7.780151349834341e-07,False,False,True,,ok,
A friendly dragon lived,eager,float32,fixed_tree,E_mixed_lengths,4,5.7220458984375e-06,8.262768460554071e-07,False,False,True,,ok,
Tom found a red ball,eager,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Tom found a red ball,eager,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
Tom found a red ball,eager,float32,fixed_tree,C_seven_short,8,7.152557373046875e-06,9.596697054803371e-07,False,False,True,,ok,
Tom found a red ball,eager,float32,fixed_tree,D_one_long,2,7.62939453125e-06,9.732789294503164e-07,False,False,True,,ok,
Tom found a red ball,eager,float32,fixed_tree,E_mixed_lengths,4,7.62939453125e-06,1.1378350563973072e-06,False,False,True,,ok,
The dog was afraid because,eager,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The dog was afraid because,eager,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The dog was afraid because,eager,float32,fixed_tree,C_seven_short,8,6.198883056640625e-06,8.306446375172527e-07,False,False,True,,ok,
The dog was afraid because,eager,float32,fixed_tree,D_one_long,2,6.67572021484375e-06,9.006183745441376e-07,False,False,True,,ok,
The dog was afraid because,eager,float32,fixed_tree,E_mixed_lengths,4,6.67572021484375e-06,8.221857683565759e-07,False,False,True,,ok,
In a small village,eager,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
In a small village,eager,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
In a small village,eager,float32,fixed_tree,C_seven_short,8,6.67572021484375e-06,8.15447435797978e-07,False,False,True,,ok,
In a small village,eager,float32,fixed_tree,D_one_long,2,5.7220458984375e-06,8.016077117645182e-07,False,False,True,,ok,
In a small village,eager,float32,fixed_tree,E_mixed_lengths,4,6.67572021484375e-06,8.6849740910111e-07,False,False,True,,ok,
Lily wanted to help her friend,eager,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Lily wanted to help her friend,eager,float32,fixed_tree,B_one_short,2,2.86102294921875e-06,4.436271296981431e-07,False,False,True,,ok,
Lily wanted to help her friend,eager,float32,fixed_tree,C_seven_short,8,6.67572021484375e-06,9.238243592335493e-07,False,False,True,,ok,
Lily wanted to help her friend,eager,float32,fixed_tree,D_one_long,2,5.7220458984375e-06,8.936430049288902e-07,False,False,True,,ok,
Lily wanted to help her friend,eager,float32,fixed_tree,E_mixed_lengths,4,5.7220458984375e-06,1.0090420801134314e-06,False,False,True,,ok,
The old tree could speak,eager,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The old tree could speak,eager,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The old tree could speak,eager,float32,fixed_tree,C_seven_short,8,8.106231689453125e-06,8.889819014257228e-07,False,False,True,,ok,
The old tree could speak,eager,float32,fixed_tree,D_one_long,2,6.67572021484375e-06,8.995533562483615e-07,False,False,True,,ok,
The old tree could speak,eager,float32,fixed_tree,E_mixed_lengths,4,8.58306884765625e-06,1.0415863016532967e-06,False,False,True,,ok,
One sunny morning,eager,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
One sunny morning,eager,float32,fixed_tree,B_one_short,2,1.9073486328125e-06,2.8404383556335233e-07,False,False,True,,ok,
One sunny morning,eager,float32,fixed_tree,C_seven_short,8,6.198883056640625e-06,8.524253871655674e-07,False,False,True,,ok,
One sunny morning,eager,float32,fixed_tree,D_one_long,2,6.67572021484375e-06,8.106801487883786e-07,False,False,True,,ok,
One sunny morning,eager,float32,fixed_tree,E_mixed_lengths,4,6.67572021484375e-06,9.431216199118353e-07,False,False,True,,ok,
The treasure was hidden under,eager,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The treasure was hidden under,eager,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The treasure was hidden under,eager,float32,fixed_tree,C_seven_short,8,6.198883056640625e-06,8.607967743046174e-07,False,False,True,,ok,
The treasure was hidden under,eager,float32,fixed_tree,D_one_long,2,6.198883056640625e-06,9.088485626307374e-07,False,False,True,,ok,
The treasure was hidden under,eager,float32,fixed_tree,E_mixed_lengths,4,6.198883056640625e-06,1.0250588502458413e-06,False,False,True,,ok,
Once upon a time,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Once upon a time,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
Once upon a time,eager,float16,fixed_tree,C_seven_short,8,0.0078125,0.0003416586550883949,False,False,True,,ok,
Once upon a time,eager,float16,fixed_tree,D_one_long,2,0.0078125,0.00042134057730436325,False,False,True,,ok,
Once upon a time,eager,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0004631370247807354,False,False,True,,ok,
The little girl opened the door and,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The little girl opened the door and,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The little girl opened the door and,eager,float16,fixed_tree,C_seven_short,8,0.00390625,0.0005756182363256812,False,False,True,,ok,
The little girl opened the door and,eager,float16,fixed_tree,D_one_long,2,0.0078125,0.0005185848567634821,False,False,True,,ok,
The little girl opened the door and,eager,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0006679240614175797,False,False,True,,ok,
A friendly dragon lived,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
A friendly dragon lived,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
A friendly dragon lived,eager,float16,fixed_tree,C_seven_short,8,0.0078125,0.0006110196118243039,False,False,True,,ok,
A friendly dragon lived,eager,float16,fixed_tree,D_one_long,2,0.0078125,0.0004991288296878338,False,False,True,,ok,
A friendly dragon lived,eager,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0007976983906701207,False,False,True,,ok,
Tom found a red ball,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Tom found a red ball,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
Tom found a red ball,eager,float16,fixed_tree,C_seven_short,8,0.00390625,0.0006355266086757183,False,False,True,,ok,
Tom found a red ball,eager,float16,fixed_tree,D_one_long,2,0.0078125,0.0005819873185828328,False,False,True,,ok,
Tom found a red ball,eager,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0007324063335545361,False,False,True,,ok,
The dog was afraid because,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The dog was afraid because,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The dog was afraid because,eager,float16,fixed_tree,C_seven_short,8,0.00390625,0.000576503633055836,False,False,True,,ok,
The dog was afraid because,eager,float16,fixed_tree,D_one_long,2,0.00390625,0.0006542812334373593,False,False,True,,ok,
The dog was afraid because,eager,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0007989808218553662,False,False,True,,ok,
In a small village,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
In a small village,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
In a small village,eager,float16,fixed_tree,C_seven_short,8,0.00439453125,0.0008817774942144752,False,False,True,,ok,
In a small village,eager,float16,fixed_tree,D_one_long,2,0.00390625,0.0008081201231107116,False,False,True,,ok,
In a small village,eager,float16,fixed_tree,E_mixed_lengths,4,0.00390625,0.0007501483778469265,False,False,True,,ok,
Lily wanted to help her friend,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Lily wanted to help her friend,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
Lily wanted to help her friend,eager,float16,fixed_tree,C_seven_short,8,0.00390625,0.0005982072907499969,False,False,True,,ok,
Lily wanted to help her friend,eager,float16,fixed_tree,D_one_long,2,0.0078125,0.0008306372328661382,False,False,True,,ok,
Lily wanted to help her friend,eager,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0009278088691644371,False,False,True,,ok,
The old tree could speak,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The old tree could speak,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The old tree could speak,eager,float16,fixed_tree,C_seven_short,8,0.0078125,0.0007440493791364133,False,False,True,,ok,
The old tree could speak,eager,float16,fixed_tree,D_one_long,2,0.0078125,0.0007369526429101825,False,False,True,,ok,
The old tree could speak,eager,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0008025888819247484,False,False,True,,ok,
One sunny morning,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
One sunny morning,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
One sunny morning,eager,float16,fixed_tree,C_seven_short,8,0.00390625,0.0007562314276583493,False,False,True,,ok,
One sunny morning,eager,float16,fixed_tree,D_one_long,2,0.005859375,0.0007206585723906755,False,False,True,,ok,
One sunny morning,eager,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.000872180622536689,False,False,True,,ok,
The treasure was hidden under,eager,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The treasure was hidden under,eager,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The treasure was hidden under,eager,float16,fixed_tree,C_seven_short,8,0.00390625,0.0008196113049052656,False,False,True,,ok,
The treasure was hidden under,eager,float16,fixed_tree,D_one_long,2,0.005859375,0.0008143657469190657,False,False,True,,ok,
The treasure was hidden under,eager,float16,fixed_tree,E_mixed_lengths,4,0.005859375,0.0007870167610235512,False,False,True,,ok,
Once upon a time,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Once upon a time,sdpa,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
Once upon a time,sdpa,float32,fixed_tree,C_seven_short,8,5.7220458984375e-06,8.265640190074919e-07,False,False,True,,ok,
Once upon a time,sdpa,float32,fixed_tree,D_one_long,2,6.67572021484375e-06,8.408628673350904e-07,False,False,True,,ok,
Once upon a time,sdpa,float32,fixed_tree,E_mixed_lengths,4,6.67572021484375e-06,8.170301839527383e-07,False,False,True,,ok,
The little girl opened the door and,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The little girl opened the door and,sdpa,float32,fixed_tree,B_one_short,2,2.384185791015625e-06,4.7046503937053785e-07,False,False,True,,ok,
The little girl opened the door and,sdpa,float32,fixed_tree,C_seven_short,8,7.62939453125e-06,8.976456911113928e-07,False,False,True,,ok,
The little girl opened the door and,sdpa,float32,fixed_tree,D_one_long,2,7.62939453125e-06,9.321829566033557e-07,False,False,True,,ok,
The little girl opened the door and,sdpa,float32,fixed_tree,E_mixed_lengths,4,6.198883056640625e-06,8.740073553781258e-07,False,False,True,,ok,
A friendly dragon lived,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
A friendly dragon lived,sdpa,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
A friendly dragon lived,sdpa,float32,fixed_tree,C_seven_short,8,5.7220458984375e-06,7.194411750788277e-07,False,False,True,,ok,
A friendly dragon lived,sdpa,float32,fixed_tree,D_one_long,2,9.5367431640625e-06,7.603888434459805e-07,False,False,True,,ok,
A friendly dragon lived,sdpa,float32,fixed_tree,E_mixed_lengths,4,5.7220458984375e-06,7.824268664080591e-07,False,False,True,,ok,
Tom found a red ball,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Tom found a red ball,sdpa,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
Tom found a red ball,sdpa,float32,fixed_tree,C_seven_short,8,8.58306884765625e-06,9.479586537963769e-07,False,False,True,,ok,
Tom found a red ball,sdpa,float32,fixed_tree,D_one_long,2,6.67572021484375e-06,9.404479328622983e-07,False,False,True,,ok,
Tom found a red ball,sdpa,float32,fixed_tree,E_mixed_lengths,4,6.67572021484375e-06,1.0165448429688695e-06,False,False,True,,ok,
The dog was afraid because,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The dog was afraid because,sdpa,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The dog was afraid because,sdpa,float32,fixed_tree,C_seven_short,8,7.62939453125e-06,8.459251716885774e-07,False,False,True,,ok,
The dog was afraid because,sdpa,float32,fixed_tree,D_one_long,2,9.5367431640625e-06,7.889880748734868e-07,False,False,True,,ok,
The dog was afraid because,sdpa,float32,fixed_tree,E_mixed_lengths,4,8.58306884765625e-06,8.204692107938172e-07,False,False,True,,ok,
In a small village,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
In a small village,sdpa,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
In a small village,sdpa,float32,fixed_tree,C_seven_short,8,5.7220458984375e-06,8.924114922592707e-07,False,False,True,,ok,
In a small village,sdpa,float32,fixed_tree,D_one_long,2,7.62939453125e-06,8.151004635692516e-07,False,False,True,,ok,
In a small village,sdpa,float32,fixed_tree,E_mixed_lengths,4,6.67572021484375e-06,8.102011861410574e-07,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float32,fixed_tree,B_one_short,2,2.1457672119140625e-06,4.3825852458212466e-07,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float32,fixed_tree,C_seven_short,8,5.245208740234375e-06,9.136291510003502e-07,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float32,fixed_tree,D_one_long,2,6.67572021484375e-06,1.003694137580169e-06,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float32,fixed_tree,E_mixed_lengths,4,5.7220458984375e-06,9.399599889547972e-07,False,False,True,,ok,
The old tree could speak,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The old tree could speak,sdpa,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The old tree could speak,sdpa,float32,fixed_tree,C_seven_short,8,6.67572021484375e-06,8.689533501637925e-07,False,False,True,,ok,
The old tree could speak,sdpa,float32,fixed_tree,D_one_long,2,6.67572021484375e-06,9.310826953878859e-07,False,False,True,,ok,
The old tree could speak,sdpa,float32,fixed_tree,E_mixed_lengths,4,6.198883056640625e-06,9.419932212040294e-07,False,False,True,,ok,
One sunny morning,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
One sunny morning,sdpa,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
One sunny morning,sdpa,float32,fixed_tree,C_seven_short,8,6.67572021484375e-06,8.920283676161489e-07,False,False,True,,ok,
One sunny morning,sdpa,float32,fixed_tree,D_one_long,2,5.7220458984375e-06,1.127412815549178e-06,False,False,True,,ok,
One sunny morning,sdpa,float32,fixed_tree,E_mixed_lengths,4,7.152557373046875e-06,9.353496466246725e-07,False,False,True,,ok,
The treasure was hidden under,sdpa,float32,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The treasure was hidden under,sdpa,float32,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The treasure was hidden under,sdpa,float32,fixed_tree,C_seven_short,8,6.67572021484375e-06,8.730488616492948e-07,False,False,True,,ok,
The treasure was hidden under,sdpa,float32,fixed_tree,D_one_long,2,7.62939453125e-06,8.911849249670922e-07,False,False,True,,ok,
The treasure was hidden under,sdpa,float32,fixed_tree,E_mixed_lengths,4,5.7220458984375e-06,9.413022326043574e-07,False,False,True,,ok,
Once upon a time,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Once upon a time,sdpa,float16,fixed_tree,B_one_short,2,0.00390625,0.0004857862077187747,False,False,True,,ok,
Once upon a time,sdpa,float16,fixed_tree,C_seven_short,8,0.00390625,0.0003108229429926723,False,False,True,,ok,
Once upon a time,sdpa,float16,fixed_tree,D_one_long,2,0.00390625,0.0003760629624594003,False,False,True,,ok,
Once upon a time,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.00390625,0.00035864327219314873,False,False,True,,ok,
The little girl opened the door and,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The little girl opened the door and,sdpa,float16,fixed_tree,B_one_short,2,0.0078125,0.0006125465151853859,False,False,True,,ok,
The little girl opened the door and,sdpa,float16,fixed_tree,C_seven_short,8,0.0078125,0.0004986735293641686,False,False,True,,ok,
The little girl opened the door and,sdpa,float16,fixed_tree,D_one_long,2,0.00390625,0.00046691036550328135,False,False,True,,ok,
The little girl opened the door and,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0005954446387477219,False,False,True,,ok,
A friendly dragon lived,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
A friendly dragon lived,sdpa,float16,fixed_tree,B_one_short,2,0.0078125,0.00045487971510738134,False,False,True,,ok,
A friendly dragon lived,sdpa,float16,fixed_tree,C_seven_short,8,0.0078125,0.0005554987001232803,False,False,True,,ok,
A friendly dragon lived,sdpa,float16,fixed_tree,D_one_long,2,0.0078125,0.0005354494787752628,False,False,True,,ok,
A friendly dragon lived,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0005222136969678104,False,False,True,,ok,
Tom found a red ball,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Tom found a red ball,sdpa,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
Tom found a red ball,sdpa,float16,fixed_tree,C_seven_short,8,0.00390625,0.0005406563286669552,False,False,True,,ok,
Tom found a red ball,sdpa,float16,fixed_tree,D_one_long,2,0.00390625,0.000514054496306926,False,False,True,,ok,
Tom found a red ball,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0007308239000849426,False,False,True,,ok,
The dog was afraid because,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The dog was afraid because,sdpa,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The dog was afraid because,sdpa,float16,fixed_tree,C_seven_short,8,0.00390625,0.0005218091537244618,False,False,True,,ok,
The dog was afraid because,sdpa,float16,fixed_tree,D_one_long,2,0.00390625,0.00048406337737105787,False,False,True,,ok,
The dog was afraid because,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.00390625,0.0006697062635794282,False,False,True,,ok,
In a small village,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
In a small village,sdpa,float16,fixed_tree,B_one_short,2,0.0078125,0.0005938966060057282,False,False,True,,ok,
In a small village,sdpa,float16,fixed_tree,C_seven_short,8,0.0078125,0.000940499478019774,False,False,True,,ok,
In a small village,sdpa,float16,fixed_tree,D_one_long,2,0.0078125,0.0007686667959205806,False,False,True,,ok,
In a small village,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0007711855578236282,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float16,fixed_tree,B_one_short,2,0.00390625,0.0007340642623603344,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float16,fixed_tree,C_seven_short,8,0.00390625,0.0007458478794433177,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float16,fixed_tree,D_one_long,2,0.0048828125,0.0007377596339210868,False,False,True,,ok,
Lily wanted to help her friend,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.0048828125,0.0007354589179158211,False,False,True,,ok,
The old tree could speak,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The old tree could speak,sdpa,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The old tree could speak,sdpa,float16,fixed_tree,C_seven_short,8,0.00390625,0.0007136336644180119,False,False,True,,ok,
The old tree could speak,sdpa,float16,fixed_tree,D_one_long,2,0.00390625,0.0005419438239187002,False,False,True,,ok,
The old tree could speak,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.00390625,0.0004991137539036572,False,False,True,,ok,
One sunny morning,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
One sunny morning,sdpa,float16,fixed_tree,B_one_short,2,0.0078125,0.0005431899335235357,False,False,True,,ok,
One sunny morning,sdpa,float16,fixed_tree,C_seven_short,8,0.004150390625,0.000683392456267029,False,False,True,,ok,
One sunny morning,sdpa,float16,fixed_tree,D_one_long,2,0.0078125,0.0004917943151667714,False,False,True,,ok,
One sunny morning,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.0078125,0.0005144059541635215,False,False,True,,ok,
The treasure was hidden under,sdpa,float16,fixed_tree,A_target_only,1,0.0,0.0,False,False,True,,ok,
The treasure was hidden under,sdpa,float16,fixed_tree,B_one_short,2,0.0,0.0,False,False,True,,ok,
The treasure was hidden under,sdpa,float16,fixed_tree,C_seven_short,8,0.0048828125,0.0007630591280758381,False,False,True,,ok,
The treasure was hidden under,sdpa,float16,fixed_tree,D_one_long,2,0.00390625,0.0005841050297021866,False,False,True,,ok,
The treasure was hidden under,sdpa,float16,fixed_tree,E_mixed_lengths,4,0.00390625,0.0005733167636208236,False,False,True,,ok,
